0 14 17 60 66 75 84 125 155 161 163 168 170 180 184 188 198 205 260 265 277 290 324 2297 2300 2354 2402 3403 3404 4404 4413 4414 4426 4428 4430 4432 4434 4436 4438 4440 4493 4496 4499 4502 4503 4518 4525 4567 4680 4780 4786 4799 4815 4853 4933 4937 4940 4946 5113 6465 6857 6867 6921 6962 7026 7036 7046 7057 7062 7075 7082 7092 7102 7112
1 15 54 60 66 74 84 111 155 161 167 168 170 180 184 188 198 252 260 265 277 291 1218 2297 2300 2354 2402 3403 3404 4404 4413 4414 4426 4428 4430 4432 4434 4436 4438 4440 4493 4496 4499 4501 4507 4518 4525 4548 4680 4780 4786 4799 4816 4848 4933 4937 4940 4946 5833 6259 6858 6867 6917 6943 7026 7036 7046 7057 7062 7073 7082 7092 7102 7112
0 14 17 60 66 73 84 124 155 161 163 168 170 180 184 188 197 210 260 265 277 291 349 1380 2299 2301 2401 3403 3404 4404 4412 4414 4426 4428 4430 4432 4434 4436 4438 4440 4493 4496 4499 4502 4503 4518 4525 4567 4680 4780 4786 4800 4815 4858 4933 4937 4940 4946 5403 6523 6857 6867 6921 6962 7026 7036 7046 7052 7062 7072 7082 7092 7102 7112
1 15 17 60 66 73 84 111 155 161 165 168 170 180 184 188 197 252 260 265 277 291 1293 2297 2299 2301 2401 3403 3404 4404 4413 4414 4426 4428 4430 4432 4434 4436 4438 4440 4492 4496 4499 4502 4507 4518 4525 4567 4680 4780 4786 4800 4815 4853 4933 4937 4940 4946 5514 6205 6858 6867 6921 6954 7026 7036 7046 7057 7062 7072 7082 7092 7102 7112
2 15 17 57 70 74 84 111 160 161 167 168 170 180 184 188 197 252 260 265 278 291 349 2297 2299 2301 2401 3403 3404 4404 4413 4414 4426 4428 4430 4432 4434 4436 4438 4440 4493 4496 4499 4502 4504 4518 4525 4567 4680 4780 4786 4799 4820 4863 4933 4937 4940 4946 5794 6325 6857 6867 6899 6942 7025 7035 7045 7057 7062 7072 7082 7092 7102 7112
2 15 17 57 70 74 85 111 160 162 167 169 170 180 184 188 197 252 260 265 278 287 349 2297 2299 2301 2401 3403 3404 4404 4413 4414 4426 4428 4430 4432 4434 4436 4438 4440 4493 4496 4499 4502 4504 4523 4526 4527 4627 4727 4785 4798 4807 4833 4936 4939 4940 4952 4953 5946 6856 6868 6869 6922 7022 7032 7042 7052 7062 7072 7082 7092 7102 7112
2 15 17 57 70 73 85 111 154 162 167 169 170 180 184 188 197 252 260 265 278 285 349 2297 2299 2301 2401 3403 3404 4404 4409 4414 4426 4428 4430 4432 4434 4436 4438 4440 4491 4494 4497 4500 4503 4517 4524 4527 4627 4727 4785 4798 4807 4833 4933 4937 4940 4945 4953 5946 6856 6866 6869 6922 7022 7032 7042 7052 7062 7072 7082 7092 7102 7112
0 14 17 62 66 77 84 123 155 161 163 168 170 180 184 188 197 245 260 265 277 289 320 1348 2300 2303 2403 3403 3404 4404 4411 4424 4426 4428 4430 4432 4434 4437 4438 4443 4493 4496 4499 4502 4503 4518 4525 4539 4680 4780 4786 4800 4815 4858 4933 4937 4940 4946 5644 6220 6857 6867 6909 6942 7025 7036 7045 7057 7064 7072 7085 7092 7102 7112
1 15 17 62 66 76 84 111 155 161 167 168 170 180 184 188 197 252 260 265 277 289 387 1320 2300 2303 2403 3403 3404 4404 4413 4414 4426 4428 4430 4432 4434 4436 4438 4440 4493 4496 4499 4502 4506 4523 4526 4527 4627 4727 4785 4798 4807 4833 4936 4939 4940 4947 5574 6831 6857 6867 6877 6942 7025 7035 7045 7057 7062 7072 7085 7092 7102 7112
0 14 17 59 66 73 84 125 155 161 163 168 170 180 184 188 197 205 260 265 277 290 348 1320 2300 2331 2402 3403 3404 4404 4413 4414 4426 4428 4430 4432 4434 4436 4438 4440 4493 4496 4499 4502 4503 4518 4525 4572 4680 4780 4786 4799 4814 4848 4933 4937 4940 4946 5013 6504 6857 6867 6921 6967 7026 7036 7046 7057 7062 7072 7082 7092 7102 7112
